,Date,User,Tweet,lokasi
151,2023-02-12 09:14:10+00:00,IndonesiaEmas24,"Golkar-PKB, jalan bareng ""perlahan tapi pasti"".

#GolkarIndonesia #PKB #AirlanggaHartarto #CakImin #Pemilu2024 https://t.co/7NudPxVkYd",
152,2023-02-12 04:14:43+00:00,khakavu,"#RamaikanPKB_DenganRiangGembira
#GusMuhaimin
#CakImin https://t.co/WBXe5YuwOx",
153,2023-02-12 03:29:31+00:00,ahmadhellishfau,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/GRHhouiNHe,
154,2023-02-12 03:29:30+00:00,ahmadhellishfau,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/eLfw9Ega2A,
155,2023-02-12 03:29:30+00:00,ahmadhellishfau,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/1KCYuiKgXW,
156,2023-02-12 03:29:29+00:00,ahmadhellishfau,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/JMNBRAc1WN,
157,2023-02-12 02:29:46+00:00,SedulurU,"Bangga jadi Santri. Fastabiqul Khoirot memasuki abad ke 2 NU

#satuabadnu #1abadnu #gusmuhaimin #cakimin #gusimin #gusmuhaiminpresiden2024 #pkb #pkbmojokerto https://t.co/BVJfYpM8mh",
158,2023-02-12 02:19:40+00:00,sutiknopkb,"Kemeriahan pagelaran wayang kulit dalam rangka memperingati 1 abad NU di Posko Sutikno, (Jumat, 10/2).

#1abadnu 
#cakimin 
#sutikno 
#sutiknopkb https://t.co/yTDIpoum80",
159,2023-02-12 00:48:18+00:00,xix0_3,"@HazHasibuan @AndiDarwis71 @cakimiNOW Betul bang, kasian kuliatnya 😂
Sekarang ini ada 2 orang yang lagi terganggu psikologi-nya yaitu CakImin dan BangGanjar. Perlua Healing time 😆 https://t.co/6lELIXwwLS",Kaki Langit
160,2023-02-12 00:11:38+00:00,bangsa_radar,#golkarindonesia #pkb #satukoalisi #airlanggahartarto #cakimin @golkar_id @ https://t.co/09DqELlGM3,
161,2023-02-12 00:01:03+00:00,xix0_3,"@HazHasibuan @AndiDarwis71 @cakimiNOW Hubungan lagi di gantung kek gantungan kunci 🔑
mau cere ntar nggak dinafkahi 😉
CakImin lagi DILEMA 😂",Kaki Langit
162,2023-02-11 23:29:39+00:00,ahmadhellishfau,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/H2bwMi9yjb,
163,2023-02-11 22:26:42+00:00,Abbasyahrir,#CakImin Sukses selalu https://t.co/TBtof1g17b,Kelurahan Tondo
164,2023-02-11 18:54:55+00:00,kamsaniyyyuuu,"#cakimin
#PKBuntukBangsa https://t.co/ONoTYGXaPs",UK
165,2023-02-11 18:27:04+00:00,kemilau_negeri,"#airlanggahartarto #golkarindonesia #gusmuhaimin #cakimin #pemilu2024

@airlangga_hrt https://t.co/5ZYVxIxN3l",
166,2023-02-11 18:07:30+00:00,Info_parlemen,Apakah Koalisi Kebangkitan Indonesia Raya akan bersatu dengan Koalisi Indonesia Bersatu? #airlanggahartarto #golkarindonesia #cakimin #PKBuntukBangsa #HogwartLegacy #capres2024 #pemilu2024 #PemiluSerentak2024 https://t.co/yXprUA8xX9,
167,2023-02-11 17:38:01+00:00,bapakbangsa__,#pkb #cakimin #airlanggahartarto #golkarindonesia #koalisi #pemilu https://t.co/56MfaB6Lg0,"Medan, Indonesia"
168,2023-02-11 17:26:30+00:00,mutiarajawa_,#AirlanggaHartarto #GolkarIndonesia #CakImin #tolakkemundurandemokrasi #fypシ @airlangga_hrt https://t.co/5hGhaKz5SM,"Kota Surabaya, Jawa Timur"
169,2023-02-11 16:56:44+00:00,PembawaPerubahn,PKB gabug Partai Golkar ? #airlanggahartarto #golkarindonesia #pkb #cakimin #koalisi https://t.co/BoO07PH5OQ,
170,2023-02-11 16:44:55+00:00,DLulung,"#GusMuhaiminTeruji 
#cakimin https://t.co/kuEjPDtdKA",
171,2023-02-11 16:43:30+00:00,Democrazy___id,#golkarindonesia #pkb #cakimin #airlanggahartarto #koalisi #pemilu https://t.co/DE5bFUfkQd,"Jakarta Capital Region, Indonesia"
172,2023-02-11 16:43:28+00:00,Seputar2024,#AirlanggaHartarto #GolkarIndonesia #CakImin #PKB #KoalisiIndonesiaBersatu https://t.co/aA5FN0apBw,
173,2023-02-11 16:36:40+00:00,mbangunbangsa,#AirlanggaHartarto #golkarindonesia #golkar #pkb #capres #Capres2024 #cakimin https://t.co/EMBowT6uCb,
174,2023-02-11 16:27:49+00:00,KembangBeringin,"#GolkarIndonesia
#AirlanggaHartarto
#PKB
#CakImin
#PartaiPolitik @airlangga_hrt https://t.co/clzFoeh1eR",
175,2023-02-11 15:58:43+00:00,Harapan__Bangsa,#AirlanggaHartarto #PartaiGolkar #GolkarIndonesia #CakImin #PKB https://t.co/gkPGJUgjtJ,
176,2023-02-11 15:39:58+00:00,g_politik2024,"Saling pakaikan sarung kuning dan hijau jadi simbol kolaborasi @golkar_id - PKB 

#airlanggahartarto #cakimin #golkarindonesia #PKB #politik Hujan Malming https://t.co/a9pRuJG3El",
177,2023-02-11 15:23:23+00:00,airlangga_suara,#airlanggahartarto #golkarindonesia  #suaraairlangga #cakimin @airlangga_hrt @golkar_id https://t.co/QZGjVyfKWl,
178,2023-02-11 14:30:57+00:00,idnbersatu2024,"Jalan2 ke Taman Safari eehh.. Hujan turun pas di kandang macan, macan basah keujanan. @airlangga_hrt @golkar_id #airlanggahartarto #golkarindonesia #news #viral #indonesia #cakimin #pkb https://t.co/WG0paySMbj",
179,2023-02-11 14:11:26+00:00,MenujuIndJaya,#AirlanggaHartartoto #cakimin #GolkarIndonesia #pkb #PartaiGolkar #Golkar2024 #GolkarMenang https://t.co/969uYJSJ8x,
180,2023-02-11 14:08:04+00:00,GenzReferensi,#airlanggahartarto #cakimin #golkarindonesia #pkb #koalisipemilu2024 https://t.co/BllYYZJP7P,
181,2023-02-11 13:49:21+00:00,putuagenggribig,ADA APA NIH AIRLANGGA HARTARTO DITEMUI CAK IMIN. #AirlanggaHartarto #GolkarIndonesia #PKB #CakImin #viral #trending #FYP https://t.co/fUkbdEUHqg,"Kalideres, Indonesia"
182,2023-02-11 13:40:01+00:00,PelesDien,"#DPP_PKB
#PKB
#gusmuhaimin #Cakimin https://t.co/0Ixgky0gJM",
183,2023-02-11 13:35:45+00:00,SitiYun43678029,"#GusMuhaiminteruji 
#cakimin https://t.co/GjB09hLujY",
184,2023-02-11 13:20:28+00:00,wawanprasetia21,11 Feb 2023 - Peringatan 1 Abad Nahdlatul Ulama di Kalurahan Pondokrejo Tempel yg dihadiri oleh 40 peserta dan Majelis Wakil Cabang NU. Selamat Harlah Nahdlatul Ulama kw-100 tahun! #1AbadNU #SatuAbadNU #HarlahSatuAbadNU #cakimin #MuhaiminIskandar https://t.co/ztjYkJ8eRJ,
185,2023-02-11 13:18:13+00:00,trahmangkunega1,"#cakimin #pkb #AirlanggaHartarto #PartaiGolkar 
#GolkarIndonesia #Golkar2024 
#GolkarMenang #kerjauntukindonesiaraya https://t.co/j7Jykp5nyE",
186,2023-02-11 12:53:30+00:00,NurulUt90802951,#cakimin https://t.co/PoQ9ok3DW1,
187,2023-02-11 12:53:23+00:00,SutiknoG86,"Harmoni PKB-NU
#cakimin
 https://t.co/SbLWfzNGWM","Kota Baubau, Sulawesi Tenggara"
188,2023-02-11 12:39:02+00:00,gaspoll2024,"Gus Muhaimin dan Airlangga Hartarto jalan santai di Istora Senayan, bahas apa ya kira-kira?!

#gaspoll #GusMuhaiminAsikPoll #CakImin #Airlangga #senayan #jalansantai https://t.co/k4MPdfkxGZ","DKI Jakarta, Indonesia"
189,2023-02-11 12:38:46+00:00,AirlanggaUmkm,"#cakimin #pkb #AirlanggaHartarto #PartaiGolkar 
#GolkarIndonesia #Golkar2024 
#GolkarMenang #kerjauntukindonesiaraya https://t.co/PNXNIbOscn",
190,2023-02-11 12:08:27+00:00,dpwpkbjabar,"Ketika kita meyakini bahwa kita layak, maka majulah dan sejahterakanlah masyarakat kita. 😉
#nu #1abadnu #gusmuhaimin #muhaiminiskandar  #pkb #cakimin #syaifulhuda #acepjamaludin #caleg #dewan
PKB Ka-1
Jabar Nga-1
@dpp_pkb @cakiminow @emhasanuddin @syaifulhooda @AcepJamaludin01 https://t.co/5RrM9rYpJ6","Kota Bandung, Jawa Barat"
191,2023-02-11 12:07:15+00:00,Dsmulya,"Harmoni PKB-NU
#cakimin https://t.co/6x8575jDGE","Kota Baubau, Sulawesi Tenggara"
192,2023-02-11 11:42:08+00:00,bapak_ekonomi,#AirlanggaHartarto #GolkarIndonesia #PKB #CakImin #Senayan https://t.co/yMJ3wdEaIW,
193,2023-02-11 11:32:15+00:00,FatihBabul,"Bismillah lancar mulus sukses
#dpppkb
#cakimin 
# https://t.co/9l9wJoHpMZ",
194,2023-02-11 09:12:30+00:00,RakyatSejahter4,"Hujan dimana2, ditempat kalian hujan ga? @airlangga_hrt @airlangga_hrt #airlanggahartarto #golkarindonesia #news #viral #Indonesia #pkb #cakimin https://t.co/8CKDKWUxY7",
195,2023-02-11 08:09:49+00:00,KoncoAirlangga,"#AirlanggaHartarto #GolkarIndonesia #Jokowi #GanjarPranowo #AniesBaswedan #cakimin #pkb 
Fast X https://t.co/NKJ7c0iPv7",
196,2023-02-11 05:42:41+00:00,Gus_Rowlovers,"#MWCNUUmbulsari
#PCNU
#PWNU
#PBNU
#DPACPKBUmbulsari
#DPCPKB
#DPWPKB
#DPPPKB
#CakImin
#NurYasin
#CakAyub
#Laskarijo
#BNY
#Gusrowlovers https://t.co/TS66PRPetx",
197,2023-02-11 05:38:31+00:00,tribunnewswiki,Cak Imin Mengaku Sudah Lapor Prabowo Sebelum Bertemu Airlangga Hartarto #cakimin #muhaiminiskandar #airlangghartarto #Prabowo https://t.co/l7s11f1ED7,Indonesia
198,2023-02-11 05:32:02+00:00,SedulurAH,#AirlanggaHartarto #golkarindonesia #PKB #cakimin https://t.co/XPiIi7Dtph,
199,2023-02-11 03:33:43+00:00,PD_TJA,"@tppkemendes
@cakimin https://t.co/xRMfRv9bV5",
200,2023-02-10 18:15:32+00:00,Info_parlemen,#AirlanggaHartarto #golkarindonesia #Pemilu2024 #Capres2024 #cakimin #PKB #kib #YouNetflix https://t.co/jUzWoFCVDW,
201,2023-02-10 17:29:47+00:00,wartaHterkini,#airlanggahartarto #golkarindonesia #cakimin #pkb #koalisi #INDvAUS #คิมซอนโฮ #fridaymorning #depremzede #에이요_두번째_1위_축하해 https://t.co/1BJ1zQnnYo,
202,2023-02-10 17:03:05+00:00,mbangunbangsa,#AirlanggaHartarto #golkarindonesia #golkar #indonesia #pkb #cakimin #politikindonesia #Capres2024  #viralindonesia https://t.co/OGJMUj8GTE,
203,2023-02-10 16:51:36+00:00,GImenang2024,#airlanggahartarto #cakimin #golkarindonesia #pkb #silaturahmi https://t.co/vLXY4xPl8T,
204,2023-02-10 16:17:20+00:00,GenzReferensi,#airlanggahartarto #cakimin #golkarindonesia #pkb #pemilu2024 https://t.co/cKsNl3Qmue,
205,2023-02-10 15:30:02+00:00,kerjabersama_AH,#airlanggahartarto #cakimin #airlanggahartarto2024 #golkarindonesia https://t.co/jhTAnvrMhI,
206,2023-02-10 15:24:55+00:00,langkah_nyata,#INDvAUS #golkarindonesia #airlanggahartarto #kerjauntukindonesia #cakimin #wakilrakyat #pemilu2024 https://t.co/IMKqSQK1S0,
207,2023-02-10 14:49:18+00:00,AhmadFu49615361,"Harmoni PKB-NU

@baGUSMUHAIMIN24 
@cakimiNOW 
@DPP_PKB 
@FraksiPKB 
@cakiminnow 
@CakIminSahabat 
@CakImin4Wapres 
@sahabat_cakimin 
@CakImin63231343 
@PKBno1 
@voiceofpkb 
@pkbjawatengah 
@pkb
#pkb
#muhaeminiskandar https://t.co/PigqMHsg54",
208,2023-02-10 14:35:11+00:00,Jantung_Bangsa,"Giliran PKB yang bertemu dengan partai Golkar, apakah tanda ingin bergabung dalam koalisi ?? 

#airlanggahartarto #golkarindonesia #pertemuan #pkb #join #indonesia #cakimin #viral #fypシ 

@airlangga_hrt @golkar_id https://t.co/9dIcAfgrmD",
209,2023-02-10 14:10:00+00:00,mediaindonesia,"""Ada souvernir buat Pak Muhaimin. Ini isinya sarung dua warna, kuning dan hijau,"" kata Airlangga di kawasan GBK, Jakarta, Jumat (10/2).
#MediaIndonesia #ReferensiBangsa #CakImin
Sumber: https://t.co/TyhTrksQy9",Jakarta - Indonesia
210,2023-02-10 14:09:16+00:00,Airlangga_nomic,"Dalam pertemuannya dengan Cak Imin, Airlangga mendorong DPR agar Perppu Cipta Kerja segera disetujui.

#AirlanggaHartarto #GolkarIndonesia #PKB #CakImin https://t.co/itmmynK1XP",
211,2023-02-10 14:03:28+00:00,AriAndie8,"#HarmoniPKBNU
#cakimin
#halimiskandar 
#PKBuntukBangsa 
#PKB 
#cakiminnow
@PkbKalteng 
@Habib_Ismail_CK https://t.co/EihF4gKjPP","Patangkep Tutui,Barito Timur"
212,2023-02-10 13:22:46+00:00,RayatiLeonardo,"#HarmoniPKBNU
#cakimin
#halimiskandar 
#PKBuntukBangsa 
#PKB 
#cakiminnow
@PkbKalteng 
@Habib_Ismail_CK https://t.co/nCRzoLTDTA",
213,2023-02-10 13:02:19+00:00,KoeningKoersi,Kode koalisikah? #golkarindonesia #PKB #airlanggahartarto #cakimin #koalisi #KIB https://t.co/b5PUJMAlsh,
214,2023-02-10 12:54:50+00:00,SitinjakKristin,"#HarmoniPKBNU
#cakimin
#halimiskandar 
#PKBuntukBangsa 
#PKB 
#cakiminnow
@PkbKalteng 
@Habib_Ismail_CK https://t.co/XCcea9ZxwE","Muara Teweh, Indonesia"
215,2023-02-10 12:43:33+00:00,Bolo_Airlangga,#AirlanggaHartarto #GolkarIndonesia #Jokowi #GanjarPranowo #AniesBaswedan #cakimin #pkb https://t.co/dv9A1WjVve,
216,2023-02-10 12:42:21+00:00,akbar_latiful,"#HarmoniPKBNU
#cakimin
#halimiskandar 
#PKBuntukBangsa 
#PKB 
#cakiminnow
@PkbKalteng 
@Habib_Ismail_CK https://t.co/sVjq2NN47B","Kalimantan Tengah, Indonesia"
217,2023-02-10 12:30:51+00:00,Murni19831015,"#HarmoniPKBNU
#cakimin
#halimiskandar 
#PKBuntukBangsa 
#PKB 
#cakiminnow https://t.co/ZxG6qIif6A","Muara Bulian, Indonesia"
218,2023-02-10 12:20:45+00:00,KoncoAirlangga,"#AirlanggaHartarto #GolkarIndonesia #Jokowi #GanjarPranowo #AniesBaswedan #cakimin #pkb #PrayForPapua #persibday 
Noel
Bali united https://t.co/zU8cjlNHko",
219,2023-02-10 12:20:08+00:00,muhamma39967166,"Harmoni PKB-NU
@cakimiNOW 
@cakimin 
@DPP_PKB 
@BagusMuhaiminS1 https://t.co/CYTnUzFkR0",
220,2023-02-10 12:15:19+00:00,dpwpkbjabar,"PKB Ka-1
Jabar Nga-1
Begitulah seruan masyarakat saat giat Foodbank siang td di daerah kawaluyaan kota Bandung

#Foodbank #giveaway #makanan #bandung #GusMuhaimin #cakimin #MuhaiminIskandar #syaifulhuda #braja  #umkm #emak

@dpp_pkb @cakiminow @syaifulhooda @AcepJamaludin01 https://t.co/ozaQJK6cvB","Kota Bandung, Jawa Barat"
221,2023-02-10 11:46:07+00:00,Airlangga_nomic,"Apakah warna kuning dan hijau akan bersatu dalam satu 'sarung'? Kita lihat saja nanti👀

#AirlanggaHartarto #GolkarIndonesia #PKB #CakImin https://t.co/EqCWY2U2rJ",
222,2023-02-10 11:43:39+00:00,Arsad881,"#Harmoni NU dan PKB
#Cakimin Now
#gusmuhaimin 
#P3MD Kalteng https://t.co/QzeqjdDHiG",
223,2023-02-10 11:29:11+00:00,Saiffaizan3,"Harmoni Pkb dan NU
#@Cakimin
#@DppPkb
#@Acehtpp https://t.co/wdtQfq3Vdl","Nangro Aceh Darussalam, Indone"
224,2023-02-10 10:49:35+00:00,Husainaziz96,"Untuk Indonesia Maju dan Sejahtera.
@cakimiNOW @airlangga_hrt 
@MuhaiminSquad 
#gusmuhaimin #cakimin #muhaiminsquad #Indonesia https://t.co/T2efQj5LlS",
225,2023-02-10 10:27:27+00:00,SuparmanSei,"Selamat dan sukses Satu Abad Nahdlatul Ulama, 1344 - 1444 H.
Semoga keberkahan selalu menyertai Nahdlatul Ulama dan kita semua. Aminn!

#gaspoll #GusMuhaiminAsikPoll #CakImin #SatuAbadNU #NahdlatuUlama #NU #HarlahSatuAbadNU
https://t.co/PjSQKqvduB","Kendari, Indonesia"
226,2023-02-10 10:27:10+00:00,SuparmanSei,"Selamat dan sukses Satu Abad Nahdlatul Ulama, 1344 - 1444 H.
Semoga keberkahan selalu menyertai Nahdlatul Ulama dan kita semua. Aminn!

#gaspoll #GusMuhaiminAsikPoll #CakImin #SatuAbadNU #NahdlatuUlama #NU #HarlahSatuAbadNU https://t.co/NQXkUzOIcf","Kendari, Indonesia"
227,2023-02-10 10:22:39+00:00,politikonoha,"Ini Dating App apasih match terus😂

#airlanggahartarto #gibranrakabumingraka #puanmaharani #cakimin #suryapaloh #golkar #pdiperjuangan #pkb #nasdem #datingapp #bumble #politik #pilpres2024 #koalisi #blusukan #pemilu2024 https://t.co/Acj5Fme68Q",
228,2023-02-10 10:13:04+00:00,SuparmanSei,"Selamat dan sukses Satu Abad Nahdlatul Ulama, 1344 - 1444 H.
Semoga keberkahan selalu menyertai Nahdlatul Ulama dan kita semua. Aminn!

#gaspoll #GusMuhaiminAsikPoll #CakImin #SatuAbadNU #NahdlatuUlama #NU #HarlahSatuAbadNU https://t.co/UEtLOQfgP4","Kendari, Indonesia"
229,2023-02-10 09:22:15+00:00,TeknokratJawa,#cakimin #airlanggahartarto #golkarindonesia https://t.co/2lew3qL82G,
230,2023-02-10 09:14:42+00:00,ThomasSunjaya,"@OposisiCerdas erlangga diancem mukidi lewat sprindik.
cakimin diancem mukidi lewat kasus kardus.

Sebaiknya mereka berdua bergabung supaya kuat. Setelah itu sebaiknya mereka berdua dukung Anis.",
231,2023-02-10 09:01:44+00:00,poskotanetwork,"Ketua Umum DPP Partai Golkar, Airlangga Hartarto dan Ketua Umum Partai Kebangkitan Bangsa, Abdul Muhaimin menggelar pertemuan untu membahas koalisi. Airlangga mengatakan, pertemuan tersebut saling mengajak untuk bergabung dengan koalisinya.

#cakimin #airlanggahartarto  #poskota https://t.co/ofTNnrmtP2","Jakarta, Indonesia"
232,2023-02-10 08:57:52+00:00,YasriYurdi,"Hasil Komunikasi Politik Cak Imin dan Airlangga Hartarto, KIB dan Koalisi Gerindra-PKB Berpotensi Bergabung https://t.co/4na7eiIT8Z. #PKB #Golkar #CakImin, #AirlanggaHartarto @airlangga_hrt 
#komunikasipolitk #KIB #KIR #Gerindra","Kota Palembang, Sumatera Selat"
233,2023-02-10 08:45:34+00:00,KoeningKoersi,kira - kira bahas apa ya? #airlanggahartarto #cakimin #golkarindonesia #PKB #senayan #GBK https://t.co/vfJKiHxDwd,
234,2023-02-10 08:29:23+00:00,ahmadhellishfau,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/vDI9Y13cKk,
235,2023-02-10 07:29:25+00:00,ahmadhellishfau,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/KdnKo3GnBy,
236,2023-02-10 07:29:24+00:00,ahmadhellishfau,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/ibuJfGWjhx,
237,2023-02-10 07:27:15+00:00,murianewscom,"Airlangga dan Cak Imin Buka Peluang Lebur KIB-KIR 

Selengkapnya Klik Tautan Berikut ini 
#Jakarta #airlangga #cakimin #kib #kir 

https://t.co/qZjxUWm5vN","Kudus, CJ, Indonesia"
238,2023-02-10 06:42:12+00:00,Kop15achet,@DPP_PKB @cakimiNOW Cakimin pancen oyyee,
239,2023-02-10 05:33:52+00:00,medcom_id,"Ketum PKB @cakimiNOW disebut absen di Resepsi Hari Lahir (Harlah) 1 Abad Nahdlatul Ulama di Stadion Gelora Delta Sidoarjo, Selasa, 7 Februari 2023. Cak Imin hadir di acara itu, tapi tidak sampai ke titik lokasi karena terkendala macet

#cakimin #1abadNU 

https://t.co/6k7WCr5D3y","Jakarta Capital Region, Indone"
240,2023-02-10 05:18:51+00:00,portalmediaid,"Bertemu Cak Imin, Airlangga: Kalau Golkar-PKB Berkoalisi, Cukup untuk Tiket Capres

Baca Selengkapnya: https://t.co/aCabWr6LkQ

#BeritaTerkini #media #Online #news #BreakingNews #cakimin #airlanggahartarto #golkar #PKB #koalisi #tiket #capres #politik #Indonesia","Makassar, Indonesia"
241,2023-02-10 04:18:00+00:00,ThomasSunjaya,"@Tan_Mar3M mukidi ini salah langkah di akhir jabatannya.
dia bikin banyak musuh. 
erlangga diancem sprindik. cakimin diancem kasus. zulhaz diancem kasus. nazdem diancem reshuffle. pedipeh dimusuhin. 
jadi dia berharap ke gerinda.",
242,2023-02-10 04:09:42+00:00,tribunjambiku,"Ketum PKB Cak Imin Belum Ikuti Ajakan Airlangga untuk Gabung KIB
 
https://t.co/mjPQy05ES2 via @tribunjambiku 

#Golkar #AirlanggaHartarto #PartaiKebangkitanBangsa #Muhaiminiskandar #CakImin",Jambi
243,2023-02-10 03:29:10+00:00,ahmadhellishfau,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/GcW6mhehMN,
244,2023-02-09 22:23:33+00:00,Off1Lelanurlela,"SejarahPKB
#DPPPKB
#cakimin
#Syaefulhuda
#DppPKBJabar
#PKBKarawng
#DPWPKBJabar https://t.co/90579MH03G",
245,2023-02-09 18:29:29+00:00,ahmadhellishfau,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/ozvq1ScPl6,
246,2023-02-09 16:43:22+00:00,amaliaulfa82,"#SejarahPKB 
#SatuAbadNU 
#Cakimin https://t.co/wNf3M1xoJm",
247,2023-02-09 14:40:04+00:00,tmking607,"#SejarahPKB 
@cakimin https://t.co/sUCzBeMUfI",
248,2023-02-09 13:55:54+00:00,muhamma39967166,"Sejarah PKB
@cakimiNOW 
@cakimin 
@DPP_PKB 
@halimiskandarnu 
@malik_haramain 
@imansyukri https://t.co/M12k5X6NK8",
249,2023-02-09 13:38:20+00:00,UlilAmri909,"Sejarah PKB
#Cakimin https://t.co/1mfmpYAU4P",
250,2023-02-09 13:29:31+00:00,ahmadhellishfau,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/Wa9ujTNfO7,
251,2023-02-09 12:18:16+00:00,dpwpkbjabar,"Warga NU wajib mendukung &amp; Memelihara PKB 😉

#survey #politik #pemilu2024 #pilpres2024 #GusMuhaimin #MuhaiminIskandar #cakimin #syaifulhuda #ajamacepjamaludin #pkb #partai

@dpp_pkb @cakiminow @emhasanuddin @syaifulhooda @AcepJamaludin01 https://t.co/isT0bD1fKX","Kota Bandung, Jawa Barat"
252,2023-02-09 10:39:24+00:00,cangkiropini,"Ada apa dengan 1 Abad NU (read Cak Imin)?
.
.
.
#pkb #pbnu #nahdlatululama #nu #1abadnu #cakimin #cangkiropini #opini https://t.co/Mix8MCMXWS",
253,2023-02-09 10:15:58+00:00,YasriYurdi,"Gerindra: Keputusan Cawapres Bersama PKB, Cak Imin Langsung Safari Politik Bujuk Golkar Bergabung https://t.co/wGOTZqXWlX #CakImin #Prabowo #PKB #Gerindra #KoalisiPKBGerindra #Capres2024 #Cawapres2024 #Pilpres2024 #SafariPolitikCakImin","Kota Palembang, Sumatera Selat"
254,2023-02-09 09:38:53+00:00,PKB_Bojonegoro,"""Jadi Wartawan Itu Mulia.""
-@cakimiNOW

Selamat Hari Pers Nasional 2023.🥳🥳

#MuhaiminIskandar
#GusMuhaimin
#CakImin
#NextPresident2024
#Muhaiminsquad https://t.co/UFUkB9xDQF",Bojonegoro
255,2023-02-09 09:29:24+00:00,ahmadhellishfau,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/bRR5tnPerN,
256,2023-02-09 09:29:23+00:00,ahmadhellishfau,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/yzj9WrUB2I,
257,2023-02-09 08:51:35+00:00,fauzanfuadiFF,"Selamat &amp; Sukses
HARI PRES NASIONAL

#1pkb 
#pkb 
#pkbjatim 
#muhaiminiskandar 
#gusmuhaimin 
#cakimin 
#fauzanfuadi 
#konkret 
#bojonegorotuban https://t.co/8Y1CFQVP7i",
258,2023-02-09 06:56:22+00:00,Kop15achet,"@DPP_PKB Pokoke cakimin for 2024, yes?",
259,2023-02-09 06:29:37+00:00,ahmadhellishfau,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/qXHwNR63I8,
260,2023-02-09 05:30:00+00:00,ThePhraseID,"Presiden Jokowi buka suara tanggapi usulan Ketua Umum PKB Cak Imin yang menyebut peran gubernur tidak perlu dan harus dihapuskan.
#ThePhraseID #gubernur #Jokowi #cakimin #PKB #PemiluSerentak2024 @jokowi @cakimiNOW 
https://t.co/yjZkB3Ucjd",
261,2023-02-08 23:19:06+00:00,sutiknopkb,"PKB memberikan manfaat besar bagi bangsa

@dpp_pkb @cakiminow @darussalam.2876 

#pkbuntukbangsa
#cakimin 
#sutikno 
#sutiknopkb https://t.co/hI6kQgSt6I",
262,2023-02-08 23:13:45+00:00,djuma_b,"#PKBmajuUktukBangsa
#Cakimin@bagusMUHAIMIN2024 https://t.co/QQBAbQkMOz",
263,2023-02-08 15:06:17+00:00,julianto_elpin,"#PKBuntukBangsa
#Cakimin now https://t.co/PrLqLET4o7",
264,2023-02-08 13:08:20+00:00,AkhZaini14,"PKB memberikan Manfaat Besar Bagi Bangsa 👍
@cakimiNOW
@DPP_PKB 
#muhaiminiskandar
#cakimin
#gusmuhaimin 
#pkb 
#1AbadNU https://t.co/uSAHEDU7KE",
265,2023-02-08 12:21:18+00:00,dpwpkbjabar,"Yuk kita ini jadikan bahan intropeksi 

#nu #1abadnu #gusmuhaimin #muhaiminiskandar #anakyatim #pkb #cakimin #syaifulhuda #acepjamaludin #habibsyarief

PKB ka-1
Jabar nga-1

@dpp_pkb @cakiminow @emhasanuddin @syaifulhooda @AcepJamaludin01 https://t.co/EtrzzdcUOu","Kota Bandung, Jawa Barat"
266,2023-02-08 11:37:46+00:00,khakavu,"#PKBUntukBangsa 

#GusMuhaimin
#CakImin https://t.co/kKBH8Y5SDI",
267,2023-02-08 11:33:43+00:00,CakImin_Bulian,"#PKBUntukBangsa 
@cakimiNOW https://t.co/rsxZE9RlGp",
268,2023-02-08 11:33:37+00:00,fatwin_yr,"Selamat dan sukses Satu Abad Nahdlatul Ulama, 1344 - 1444 H.
Semoga keberkahan selalu menyertai Nahdlatul Ulama dan kita semua. Aminn!

#gaspoll #GusMuhaiminAsikPoll #CakImin #SatuAbadNU #NahdlatuUlama #NU #HarlahSatuAbadNU https://t.co/tUymuoYFDN",
